"b","cea","cel","cpa","mu_A","mu_L","tau_E","tau_L","tau_P","meas_sd","loglik","loglik.se"
1.18702207924403,0.0132088702404268,0.0172244842038504,0.00466955565765198,1.89532307252467e-05,0.0158937470126093,15.7219226675806,7.18906255435284,18.0248791283609,10,-334.088696180453,0.730082283911775
7.26248174155841,0.0172248647674511,0.0233233356112534,0.0053135268946215,1.91678007642647e-05,0.00534191624196875,17.3124752811331,12.6857340862294,16.6575021732445,13.9999238137033,-264.613475295635,0.0400036572492557
3.66872493307101,0.0160684029974707,0.0136915589968766,0.00534057919598421,2.6762949797695e-05,0.0148719412844205,17.6012890314036,11.9024580464041,16.5802819285526,15.1327507290242,-270.815247025059,0.0232247002851784
6.47028215950709,0.0168641412376291,0.0231159860974544,0.00534359425908221,1.87560572997125e-05,0.00507939058168859,16.4586104729782,12.9137476953845,17.0726452409043,14.0617675574037,-265.487835314779,0.0291693238479255
3.61926987904261,0.0156229016120903,0.0176808000709588,0.00527596821541968,1.44738890576819e-05,0.00814837567972452,15.1822811399613,12.3032453799605,16.2249146046847,13.5266769643592,-269.438103163529,0.0575647340313213
5.60267846085031,0.0163991929051814,0.0222762178516341,0.00535862181343631,1.64497629802619e-05,0.00596800368824045,14.5813336012007,12.7116823060732,15.774368518046,12.4289951307764,-267.672911532158,0.0535351186655719
3.66723042294423,0.0157678127195261,0.0186193826053284,0.00513966614953737,1.09433297722059e-05,0.00726748267557979,15.3281867344069,12.8126028369625,16.2285113178762,14.8850666447324,-268.380914608911,0.0468448068459077
6.67133561562579,0.0168333898156737,0.0240499325967239,0.00528490571336751,2.23578086803632e-05,0.00800211581578284,16.9000310655307,12.2265185371023,16.9408978260936,13.7452075941966,-265.069930567113,0.0479494722187675
3.75870703737856,0.0159656476439802,0.0162653843482829,0.00518471720332616,1.200862308839e-05,0.0113140780881803,16.1926836549945,12.5873650768506,17.1152122864803,14.063740375793,-270.010398687096,0.0477995786606496
9.54007623186022,0.0176282305958167,0.0262502993214501,0.00503754100110583,2.30956635453863e-05,0.0107672612875342,16.7468211226039,12.8453690702994,15.9724785304002,12.0209376727459,-264.825373368864,0.0506855471846393
7.1533094241763,0.0171598772617527,0.0207169981467795,0.00553193321225955,1.4137835737735e-05,0.00690199544939488,18.234522993366,11.833367778119,16.1617056203267,12.3857838021243,-266.785788127852,0.0565454562175957
9.17955689556,0.0171415068629961,0.028647272507124,0.00537583176874795,1.18736125949876e-05,0.00963259592498543,17.3878768184437,12.5194682391161,16.7441908108018,12.5217037927773,-264.201074275761,0.0884855508400045
8.23670112075819,0.0169689995266791,0.0272805175842593,0.00539517600404428,3.67237133026241e-05,0.00856746953343848,17.4945311709521,12.0248414441052,16.3392567076267,12.8682700713549,-264.244333657799,0.0994405479641256
4.41264504169795,0.0161908686279488,0.0171027955615686,0.00548036815770013,2.29419496299082e-05,0.00817078684033464,16.9551206841225,12.0041311435309,16.1745631842815,14.5361626370569,-267.942582330476,0.0344355945672174
6.43268100656101,0.0165052110821867,0.0242150989602451,0.00545813345594513,1.32396741928641e-05,0.0119887081636951,17.5823576889591,12.1551105270905,16.5314481339372,13.0069916700186,-266.764158288291,0.087237383070351
6.15049362060758,0.0170203629735227,0.0198969676001228,0.00523062116428212,4.52413445632533e-05,0.00749945139064918,15.9304365440284,12.6891473601985,16.3371790828424,14.0054842769216,-265.915890302154,0.0257169701435523
3.14962504632004,0.0157262834334693,0.0150600447764082,0.00532393147640385,1.15744619485096e-05,0.00552835928011231,16.7348481838836,12.4979879873973,16.8793985667953,15.5673585965575,-269.616711486875,0.0243718530079675
6.42277022262618,0.0168636594214093,0.0223928840429543,0.00543030623851185,2.71153276564247e-05,0.00631707748029065,17.6472776993132,12.2509671933581,16.5554768557204,13.9357220914421,-265.302810007846,0.0277048989604276
7.68185452634746,0.0164468262046587,0.0300831460250176,0.00545937893609411,4.21433430389223e-05,0.00458245781599941,16.4953315623611,12.5176601880097,16.5394566495307,13.5026821334726,-263.859893608055,0.0724937300911569
9.78813559751448,0.0173796186451952,0.0276875535638505,0.00519170986332967,1.41069974689553e-05,0.0118699257663811,17.3665645149964,12.593668637678,16.8719174855211,14.1613059763259,-264.54844511236,0.0239361694442769
5.73107359061696,0.0165553800953914,0.0225811408755481,0.00517620187050058,1.95890317616437e-05,0.00799357192744529,15.3869913576173,12.9762877067386,16.372430373495,14.1016514630381,-266.040019518311,0.0340213572276718
