"b","cea","cel","cpa","mu_A","mu_L","tau_E","tau_L","tau_P","od","loglik","loglik.se"
9.43976749357895,0.993273055739017,0.788382346729375,0.972605504802479,0.865055466433623,0.698658122132942,16.2784207169665,12.9695416284106,16.4130509529319,2.69338303049294,-21.3572505556265,0.00222643787613387
0.603499790612287,0.170005625808697,0.211312686280843,0.550846132972078,0.870653313030964,0.709763427668873,33.5566761347249,11.225965378792,14.5371906616878,2.67246412297219,-21.3922600853161,0.000667406726836311
21.6648945435483,0.184827566485077,0.1165834786868,0.771172442201829,0.925899101409515,0.998374112180175,7.39515752704495,9.46994252685086,37.3525315415983,3.21083233970009,-22.7557532438766,0.00264142047094971
4.27849640428361,0.649209333552644,0.584363607043383,0.460926569847549,0.501279007605171,0.59742406356159,14.6787685210588,12.3899940288677,15.231085227194,2.55478138637611,-21.341889175516,0.00108780275325024
6.672252173254,0.909121036298078,0.959766553332451,0.754777398563906,0.330083303163916,0.283533068501154,7.91800258122123,8.74959126645516,7.94672119118583,3.56442211170336,-23.5091272865734,0.00173739013901849
3.12800772430805,0.8738493432006,0.676853746114424,0.410108214240845,0.461140706507677,0.553273442704477,14.8018946683572,11.6372217861619,14.827874861954,2.60011919515395,-21.3076016309942,0.00112162219410916
1.38342531859043,0.794393572137816,0.599340329823018,0.854653469231496,0.964743520312725,0.622054506765225,28.217128338836,11.7687084637942,13.5292723590191,2.55711148262784,-21.3242546241871,0.000828409560205621
1.32685127086102,0.775682077215147,0.898892588357585,0.147318987673398,0.922175125712917,0.377769172931756,26.1633741942864,12.0706096292702,7.13933569615824,3.18252036566097,-21.8014672749504,0.00118427529327657
2.75906684836181,0.89694213124377,0.534306663229816,0.66917439084658,0.465614722942711,0.50522370355144,14.2462390839742,11.4135341904187,14.636381148505,2.53533204362576,-21.2551426211449,0.000809208629837082
8.45051194815054,0.429270378428298,0.716305650625184,0.451172385597822,0.369067288894418,0.570372782642966,11.3820785555247,12.9162350122676,15.4406756908578,3.12950413481296,-21.6186340109351,0.00110909063445515
1.20963648568787,0.747658977780888,0.434796693895015,0.18322440970725,0.940156242653672,0.575340403709069,25.4634220989245,10.7929475093098,12.4180162676604,2.70165084191658,-21.3913804252499,0.000914865966881193
5.34760348392133,0.383539503981185,0.643513825592028,0.522749719045462,0.544739066283837,0.633713353472483,14.8857901143006,12.9270133644225,15.6266614973045,2.56963833354502,-21.3859709267602,0.000821350001992397
5.81206251441362,0.963093784220522,0.755337783601066,0.771830497478218,0.491328558555851,0.545799542179822,14.2038594113699,11.5899243574819,15.2236909133212,2.37006275446925,-21.2119865376513,0.000948584148232671
4.79058392402275,0.01730149994342,0.840633802010277,0.0649973901437561,0.918570942886061,0.286523630917638,7.5058766982939,8.93236475085614,7.21109072281306,3.11429986863551,-21.9572500436229,0.0004363028027236
0.624613654646874,0.898430399712336,0.275341999760026,0.249131456153606,0.879769853073284,0.389821351424128,24.2280245050171,10.2548490868801,9.66400385181379,2.8583604493712,-21.4446049941717,0.000826127115422808
17.2122596517036,0.438305853311684,0.80078652504165,0.68764065602782,0.829568351158191,0.724304615370647,15.9971732801969,13.5450347528341,16.3981305172628,2.66488236097768,-21.3968833267994,0.000957230355713031
0.598214019233298,0.754107619000367,0.556691440767247,0.790660771219232,0.518653326392617,0.516470311463246,30.5918160482896,10.3381334896127,12.9828301635285,2.6186045361639,-21.3779133373533,0.00116160632370647
15.0578430003989,0.487924640728909,0.992670843675753,0.80291077333458,0.528417424179047,0.595060165418791,14.6337886163765,12.1796645959786,15.510449762396,2.58210692968036,-21.2803273054164,0.000793491536097778
4.05642717048609,0.863828673775449,0.56314600007996,0.972116285945097,0.532347222846576,0.557084799770072,14.508336225563,12.1495329065059,15.2353119929343,2.52773873429567,-21.2417661987798,0.00149502851542249
3.12501001049031,0.975041964264122,0.517827508529923,0.954059258265988,0.485919028766175,0.500415339121569,14.0160266144451,11.5513979760944,14.6421989436146,2.41244019387513,-21.2189998780551,0.000857047230660231
4.27317568553186,0.231212016271355,0.622472269872319,0.000963435058375988,0.782737137380007,0.776322260371076,20.3596663983046,13.7622791187985,15.2749067850532,2.93730725781396,-21.6842149248461,0.000883077634982146
4.19725424560376,0.665553360020889,0.600180467803322,0.725351808893365,0.574280738834874,0.605410367983017,14.6961847675865,12.6495925882746,15.7263005681627,2.5330836716625,-21.3159323898241,0.00113737872520747
3.07825540596807,0.80559913563774,0.44721371919876,0.236907425126253,0.891073073019648,0.669292296234521,19.0425545733801,13.187794257867,14.6223824736569,2.7776259117377,-21.4035576948908,0.000491947074631312
5.2780043249113,0.275134669963745,0.756704198868443,0.479379474805534,0.472666347076403,0.594511602326157,14.4093455155563,12.3180833243049,15.1356543112234,2.5884036945769,-21.4048273703666,0.000860407084984403
1.28672940870592,0.599138557119293,0.573760170774291,0.402314488935497,0.958674760043784,0.658176585606009,28.474635168687,12.3307119112698,13.4654966555678,2.72450411411249,-21.3677976535597,0.000819199883332925
0.923282132760173,0.820639844248101,0.689253805592464,0.911452212837885,0.0472705683607496,0.401244037870498,7.15708844717777,36.9500588160298,15.741142451623,27.8218154317611,-27.8481794455219,0.000951774520761887
9.82359223454921,0.870466441737642,0.893779345974566,0.306415597025205,0.455071295540576,0.617004908973871,14.4137757298624,12.1695747303819,15.3115841053542,2.49615475552287,-21.3130655943061,0.000919164315842318
1.95728156381689,0.505382379316643,0.782526999344376,0.346947421965259,0.963299956593904,0.665102609132988,27.1252847366529,12.5604634887558,13.6111083094232,2.70333313558685,-21.4110438399117,0.000958078730434033
2.11293528560481,0.839374473616652,0.460483719095983,0.849800062519897,0.503791296190728,0.498570756523191,14.7886486332717,11.5021170312747,14.608583223686,2.46235393298343,-21.2834560932386,0.00105053777477699
5.16259218147488,0.64235294720163,0.66125299278803,0.149080983418165,0.726222960613073,0.732567883573922,16.6767045226478,13.7360122053949,16.0641085906084,2.67802409370574,-21.4712546641046,0.00104524264743472
0.123633057742171,0.974974906777717,0.864993188889041,0.277001836183701,0.778661909057073,0.0103990832589967,22.2068684783121,8.94287789945417,7.64827133110928,3.36924091950035,-22.2094889480152,0.000622031837697191
