"b","cea","cel","cpa","mu_A","mu_L","tau_E","tau_L","tau_P","od","loglik","loglik.se"
11.1634250357747,0.992213893448934,0.74498422909528,0.978590749436989,0.896882618311793,0.700644779251888,10.3117869428825,11.497888536891,12.695625401102,0.921461873222142,-25.8791838564652,0.0120208264134409
11.3508957975286,0.99352389040088,0.744231186826799,0.979106194406593,0.87399610482416,0.692572057824765,16.3085036977607,12.8894994894265,16.1874635994655,2.58665786455098,-21.3532989786835,0.0020998570845691
11.7547991036731,0.992756621988093,0.769963712782945,0.981328425410621,0.89466517757833,0.701875272399471,16.6152487702285,12.954058278275,16.2461742668305,2.59556976184357,-21.3571114908963,0.00186402900320557
13.0300243137244,0.992606783012596,0.739308974611871,0.9785993237729,0.894802662044519,0.70774514011221,16.4853459444141,13.0590331333356,16.0812948793461,2.61762424701473,-21.3634278992418,0.00144730587876047
10.2028242748653,0.992310789762063,0.760776028428437,0.983267236392414,0.873648136596738,0.691256355301666,16.4732610748045,12.8400242098749,16.2515087037003,2.59656749975749,-21.3548904078411,0.00208280199953808
11.3849597301636,0.99144770014896,0.748387241362374,0.981435635736372,0.84508537520389,0.688571137471861,16.4100782197758,12.9423358729857,16.1807781704425,2.61773494755182,-21.3469911713669,0.00215885896508186
8.6092844714525,0.98969763469582,0.733392209321084,0.980518636117515,0.883482324757598,0.710929218228806,16.5691734947812,13.2294129014122,16.4315753702563,2.58139855910542,-21.3642664730619,0.00266005969922086
12.2301958663365,0.991959561729088,0.696923616166176,0.983951571386302,0.824036275269874,0.691166072405367,15.9180195274123,13.2293445344648,16.3593969769759,2.59470133730288,-21.3336821240718,0.00254096890253089
12.0434582936957,0.993020779973914,0.758526504320524,0.975084806397963,0.898863237626945,0.701797065741809,16.4322755948919,12.8594633183098,16.47407481139,2.61333217912296,-21.3572695668352,0.00226964731960072
11.2178725133306,0.993195367690211,0.76407680445538,0.97314554673212,0.913748214752181,0.704248431293978,16.8710977391964,12.9125589034487,16.2779859236006,2.60556306813459,-21.3677335467016,0.00205497464152617
11.8035571669719,0.993928034572606,0.711926144323222,0.980467545880582,0.895147704912237,0.71071581980774,16.1437216533494,13.3177950141922,16.4419589675188,2.6256976358034,-21.3575811253415,0.00152932061508393
10.5297615039516,0.990963963135724,0.75199238692903,0.97540412467853,0.866080552968588,0.700507458474755,16.3279726014772,12.8921432402438,16.5025781927272,2.50856742325567,-21.3480108914861,0.00240319985266396
12.4248758707025,0.991856544045627,0.763350132339567,0.968991825964437,0.906514856681114,0.702607809947205,16.2979956943319,13.066078237186,16.3939430927905,2.5911227811929,-21.3630175773814,0.00152128544361451
9.39089098568947,0.991119717500065,0.719441033574406,0.978289933757364,0.871510414079323,0.690681137704937,16.7746609808146,13.0111318103892,16.1630907403328,2.626310332908,-21.3597768917242,0.00227090458860083
10.8866977294109,0.992245840099141,0.730998798757301,0.982191515006781,0.870363265479405,0.693529335778885,16.5782889260988,12.9730806551702,16.1536801686314,2.57334964409514,-21.3521983013695,0.00216821060695537
9.31430968348752,0.992998382233669,0.726248396254703,0.977080799658668,0.835405587161682,0.703136387319016,16.2127666030246,13.3786352708023,16.513517148941,2.59178804772083,-21.3437385635945,0.00101102318175549
11.7524022007925,0.993267162099438,0.802826967122844,0.980846357632769,0.873471825429055,0.704593847137934,16.3869088881362,13.0693753745856,16.3942770534164,2.64007697042936,-21.3578058578413,0.0011266562370773
11.9427790085703,0.991665426073458,0.769139351224731,0.975828086659837,0.911168024215067,0.725201730672251,16.5798611151201,13.4654103317207,16.4793522422473,2.55636176757479,-21.3672786483978,0.00164461361656361
13.2780152368196,0.991496097313747,0.776631781813951,0.980489351352764,0.860184048680279,0.701588484770703,16.1025715366479,13.0734399938126,16.250848614039,2.55799154029608,-21.3472088790807,0.00263071976440314
12.0801208820746,0.98990591552867,0.777748452497691,0.981727464627035,0.869208746502542,0.708716788386984,16.2091652457363,13.2471186065546,16.3665195536203,2.5524968041798,-21.3516629039407,0.00211156393867596
