"b_targt","cea_targt","cel_targt","cpa_targt","mu_A_targt","mu_L_targt","tau_E_targt","tau_L_targt","tau_P_targt","od_targt","b_recov","cea_recov","cel_recov","cpa_recov","mu_A_recov","mu_L_recov","tau_E_recov","tau_L_recov","tau_P_recov","od_recov"
19.1965304269,0.5049215436,0.295140852,0.5768522581,0.79665349,0.4480820808,11.2664751553,11.1074258278,11.9519905054,0.1933426731,10.2984792689,0.5628845051,0.7131982449,0.0721962174,0.9537581135,0.3236713871,10.0257242155,9.3329691467,10.7073868381,0.293520517
