"b","cea","cel","cpa","mu_A","mu_L","tau_E","tau_L","tau_P","meas_sd","loglik","loglik.se"
1.18702207924403,0.0132088702404268,0.0172244842038504,0.00466955565765198,1.89532307252467e-05,0.0158937470126093,15.7219226675806,5.18906255435284,18.0248791283609,10,-314.56382031557,0.886026024057335
7.88083523006065,0.0170512950726476,0.025716650039819,0.00531672131465933,1.82323315976187e-05,0.0100184906952865,13.2906330064506,8.42391591216402,12.6081252892788,13.4153864778155,-266.488471761551,0.0196631521380534
3.9802682024147,0.0161858059643166,0.0147878894131686,0.00531223332565941,2.26055413661178e-05,0.0126089142260671,12.2033325381915,8.93000367192111,11.5501287524935,13.7455251910278,-272.482334478148,0.0388035761259984
7.42269534554527,0.0170525024356364,0.0229303025778007,0.00545694109961668,1.43819533620227e-05,0.00632326200305913,13.9550187718033,8.50587690374206,12.7185846243846,13.4849091361101,-267.161285951799,0.0465488508664358
12.7778406124598,0.017767046627462,0.0321049983617941,0.00537909929870113,3.79496816664953e-05,0.00630495407216678,14.0415659835017,8.31740392247951,12.1687209937917,13.0522087842611,-263.845534040871,0.0460713581161304
6.93827518253273,0.0165006710947093,0.027843775352422,0.0053478664215968,1.02107678431343e-05,0.00647755760696269,13.4523843231739,8.05088467261211,13.6744347726016,13.113334607187,-267.492066555333,0.0856543796138998
5.46659690515516,0.0164397709210299,0.0185457891882837,0.00568702133053684,3.16806188013442e-05,0.00912270803460545,13.9228718415695,7.72572474564775,13.1684789512188,12.7047516419191,-271.291545077921,0.0735747985881015
9.06528198843445,0.0167339786194827,0.0309730211711009,0.00536149311933866,7.6720627381826e-06,0.00949378916112699,12.3028224731972,8.4798468749364,12.4634456802346,12.5973121365862,-266.759588351028,0.116386062912951
7.90888145740458,0.0173711856345073,0.0215776742977311,0.00548153407263342,2.24941891875497e-05,0.0082333797607118,13.332335978242,8.17461604773193,11.7101629351241,13.4948983652165,-267.441453444551,0.0544082231676241
8.90202384569808,0.017883982380184,0.0223472150323293,0.0052433248036968,1.67045826048278e-05,0.00529739985335269,13.6276825336683,8.58979670009959,12.5950837242985,14.2602365718609,-266.366220945776,0.0184079074046771
11.808467917012,0.0180516076483962,0.0281515799232279,0.00527169366539496,1.44718049656588e-05,0.010704426855922,12.9979672013385,8.92404716766197,12.5116729483023,12.9122239661639,-265.067067835949,0.0425437269611452
14.6911463238804,0.0180444422629267,0.0315615207085347,0.00537262500176277,8.12348236356455e-06,0.00648483661545306,13.5822252062535,8.41285039430582,12.5146537472446,10.7964953045523,-265.449154785165,0.13801273575829
6.99921416578856,0.0172651687792728,0.0229012640654296,0.0051125689748782,2.94175244233041e-05,0.0111706682663469,12.5665651583949,8.27819709463676,12.7099488639464,13.5446351284095,-267.387717018733,0.0255232175944213
9.50461555608048,0.0176543533476431,0.0240131255464643,0.00544424736642136,2.08757012141889e-05,0.0093514093404188,13.5148247630281,8.33216658648192,12.7951889768548,12.8494181945059,-266.778004941702,0.0469786886535523
6.34945263756851,0.0170395370230829,0.0218854029250321,0.00535192268058253,9.18370308090655e-06,0.00702676936606992,12.7427416972142,8.71781295773072,13.1597418317664,14.4823251013744,-267.449573248091,0.0283996899969272
7.45560515857165,0.0170553353323791,0.0238306222451394,0.00518668601992761,2.13076725670296e-05,0.0128352713692541,14.023713161163,8.22772813571497,13.0985842599403,13.3648066843791,-268.081114817572,0.0357045744582629
5.20343576607472,0.0166576470950773,0.0182720908050457,0.00549745586663313,1.64081762443005e-05,0.00675295684094028,13.4741987963062,7.94019210499872,12.7637684506285,14.6704351967053,-268.738252510407,0.0340559378509824
9.13225631935381,0.0176073647326244,0.0262488519704297,0.00527673395163445,1.08745157817215e-05,0.00743219720292197,13.7670938514367,8.50693975734032,12.807778636518,13.2103909607549,-265.446138183222,0.0304165456229722
6.13716660259425,0.0170422582313907,0.0198009098031962,0.00528703170231168,1.97362591616098e-05,0.00952756416165416,12.384143648722,8.61644360709901,12.6853980175532,13.8150283639751,-268.150773561227,0.0346444450216492
6.39199048824741,0.0168719283357286,0.0218046314087269,0.00501604287264104,5.48494773023148e-05,0.00973328675531043,12.6662856038865,8.71625570070364,13.0900140545156,13.6041970401411,-268.344999913757,0.0284090850943517
4.22550469056455,0.0158652126548912,0.0182168514018626,0.00534322382148111,2.74149130858771e-05,0.0088065153495099,12.0203492521692,8.94734599685153,12.0143288400615,13.2349057576681,-270.797763718422,0.0413675086942339
