"b", "cea", "cel", "cpa", "mu_A", "mu_L", "tau_E", "tau_L", "tau_P", "od", "loglik", "loglik.se"
8.11162765368154, 0.13551244033774, 0.0075791516048279, 0.00332814321107122, 0.304566391019415, 0.0536895150042301, 6.55825060645654, 7.81817236613775, 11.0187947273156, 0.892730290335683, -307.957193858661, 0.0166533366654927
