"b","cea","cel","cpa","mu_A","mu_L","tau_E","tau_L","tau_P","meas_sd","loglik","loglik.se"
1.18702207924403,0.0132088702404268,0.0172244842038504,0.00466955565765198,1.89532307252467e-05,0.0158937470126093,15.7219226675806,7.18906255435284,18.0248791283609,10,-325.585054399189,0.277581068498945
14.7534693120107,0.0185523621168495,0.0277452134356573,0.00542672565344925,2.0400604400568e-05,0.00654186782374882,16.5574386378487,12.8087022405584,16.0656560157753,12.235073733142,-252.920513182558,0.0639238484324977
5.16310348948153,0.0159912364393265,0.024919207610951,0.00522560570805385,2.77519327374727e-05,0.00727782237534762,16.4148367921435,12.1160755021819,16.8584868576128,14.1312005179329,-255.520582711107,0.0509572124732717
10.7859905114909,0.017870029723491,0.0281895861838672,0.00535688945690669,1.05366963756586e-05,0.00574873182527019,16.4500588928829,13.1114519581121,16.8898837169913,14.5115415484423,-252.365276161948,0.0515961028998165
8.4703848174797,0.0175486338432888,0.0239724278833806,0.00536740546165373,4.30406022170033e-05,0.00884036125815289,16.5197459375751,12.6702145134854,16.5910970463469,14.9602919705864,-253.45107694971,0.0275402573525459
8.43731773695694,0.0176197311840718,0.0236609685592167,0.00552805106658776,1.83804273378686e-05,0.00654885270354501,17.5138629089476,12.3778424819029,16.456681410158,14.212910897452,-253.274052402056,0.03201715942641
8.64222149978356,0.0175961121223167,0.0230369753265079,0.00537016784039255,2.54023702632155e-05,0.0055962940110382,16.8583252352144,12.7284914757323,16.4341372888212,13.5559273628491,-253.603944826518,0.0356888402744521
5.6185634202779,0.0166024312383913,0.0208997457922403,0.00542021038977964,3.60105818048909e-05,0.010510102921777,16.1853661601611,12.5144996063998,16.5462296498935,14.782587024149,-255.641945591217,0.0299039004206684
8.59450481529568,0.0176845742549081,0.0243382851631638,0.00510714652747558,3.46485514782348e-05,0.00621806789954825,16.1630184696993,12.8521854956286,17.0932874326962,13.5825067487832,-253.797496656918,0.0419132556071287
7.14070678889661,0.0171785949571943,0.0218461470827446,0.00542309290254662,2.22004593671765e-05,0.00801944280349528,16.5414111925507,12.6799847449045,16.5449278845108,14.8830431416913,-254.481270186111,0.0348947395401826
9.82687229619572,0.0176672444599062,0.0270103986924284,0.00546209613214894,1.2252567139399e-05,0.00516568195988579,17.4975912136822,12.479446115549,16.7583540574441,14.3815412207056,-252.335748254339,0.0534066290554068
10.9828371166685,0.017848435534632,0.0283488143158694,0.00508703115433824,8.80343574539361e-06,0.00588622884509467,17.103191624207,13.3850728259157,16.1692406107999,12.7242787783233,-253.515480814572,0.0360485341183703
9.33681211563272,0.0173819860640946,0.0245151663237445,0.00556971718833346,2.41326500431965e-05,0.00506159605653582,18.7700069645838,11.8534014589211,15.4858896731162,13.5116346725968,-254.555692468661,0.0424033163211306
10.529896121854,0.0179870485964756,0.0273764351085192,0.00524758005414911,1.33161262335843e-05,0.00405846373846666,16.8328927086173,12.9328658220538,16.2659756525017,14.3546721466506,-251.618506348752,0.0140484768451065
5.33898325117609,0.01644475028472,0.0216213109508406,0.00505510417447229,2.91998887332471e-05,0.0102476250454967,16.9182609159606,12.1528145257503,16.9738240173365,14.7139335837598,-256.226815542438,0.0315109801240916
4.57095363130083,0.0160987520310709,0.0200898509035383,0.00550702081400513,2.19346187821288e-05,0.00517950305009971,16.554443331925,11.9636369021758,16.7458048656591,13.67641008953,-256.129208277371,0.0598543631454129
5.99736199919043,0.0168969846034452,0.0196552715109464,0.00527968093750189,2.98760274682744e-05,0.011645769953275,16.8414824683784,12.7138976040937,16.330998738665,14.3301195867983,-256.088571965097,0.0446302402101107
7.78568367874627,0.0175737835021416,0.0225067097060461,0.00512659284609829,3.33202665412857e-05,0.0105082499807496,16.0564519843474,12.9783820099326,16.5432940311599,14.2336934975471,-254.330171611047,0.0359576072769646
6.83014897056548,0.0170909917583292,0.0217150726115541,0.00541508412646207,2.08489051492452e-05,0.00780427270781221,16.4336213315397,12.5656984054464,16.0385222101938,14.9824985562561,-254.308645592608,0.0266133988837421
5.69222462978578,0.01695971366063,0.0194995684343357,0.00525511815230281,1.51117587464258e-05,0.00683202416641245,17.162153938861,12.2232246789098,16.8021135388598,14.7194041548796,-255.480926394362,0.0261178751698235
11.937102394923,0.0181651690436143,0.02659584842879,0.00535821932047423,1.082866854978e-05,0.0110190541575933,16.3528612258528,12.935706539823,16.0167343883317,13.767636102218,-253.116817715974,0.0675133743511856
